Num Comments,User Link,DisplayName,Reputation
1,122456,IAmNoOne,107
1,60227,johnny,107
1,58371,Kat,107
1,14189,hungneox,107
2,86096,codebased,107
3,299205,Francesco Boi,107
1,64921,jimmont,107
3,258886,UltimateDevil,107
2,31580,froggythefrog,107
1,40256,MelkorNemesis,107
17,86023,Ben,107
1,99659,Whimusical,107
2,233208,Bach,107
1,93619,Sean Bentley,107
1,21049,afrederick,107
4,176388,Thomas,107
6,30215,Qiulang,107
8,222464,lowtechsun,107
1,22349,Rory O'Kane,107
1,17068,Illotus,107
1,151816,EvilTeach,107
1,264104,Amacelia,107
1,296763,SliceThePi,107
3,70398,Abhishek dot py,107
4,82901,RandomUser,107
1,303120,Elliot,107
3,146660,ya23,107
18,251681,Rani2Add,107
6,205880,Coda Chang,107
1,295936,Scott H.,107
10,140309,user23614,107
1,199359,Stephen M. Webb,107
17,54381,trejajo,107
1,247785,Malyo,107
1,321486,R Moog,107
1,178001,John Cobb,107
1,111779,Wray Zheng,107
3,192875,Tony Vincent,107
5,323511,Saeed,107
1,118724,Eddinho,107
4,50217,Alex S,107
7,22742,Mark Reed,107
1,87790,stomstack,107
2,224589,Seth Projnabrata,107
7,161442,AliceD,107
3,69781,user69781,107
3,216233,Ziofil,107
5,78363,Random Codemonkey,107
1,8086,fredden,107
3,207644,leeyuiwah,107
4,136156,QuentinUK,107
6,207869,Manjusri,107
2,293887,James Jensen,107
2,287008,43Tesseracts,107
1,106325,Ryan,107
1,316627,Karlo Kokkak,107
1,223380,finjo,107
6,179835,GameDeveloper,107
5,165757,sthede,107
1,22564,Ashwin,107
2,300115,Sam Thomas,107
1,12628,CiscoIPPhone,107
2,82787,Maxim Veksler,107
2,9245,John Bachir,107
2,208774,SJR,107
1,1045,LDinSTL,107
9,53601,KJ O,107
1,330668,teradyl,107
4,126834,Diogo,107
2,127324,TiMESPLiNTER,107
12,123834,John,107
1,57185,riship89,106
1,326556,Matim,106
6,55545,Immortal Player,106
3,125654,Pier Paolo Glave,106
1,55120,Kit Ho,106
2,59214,user1288263,106
2,332804,Mr.cysl,106
5,53749,Umopepisdn,106
4,120515,pjsofts,106
1,58119,Abhishek Sha,106
1,50021,Arpith,106
1,192629,SmallChess,106
2,128537,ach,106
1,332522,Ivo,106
2,62104,Lion King,106
1,140462,Hamman Samuel,106
2,252150,Martín De la Fuente,106
9,61405,kasimir,106
5,141421,mrog,106
2,292394,George,106
4,3513,Michael,106
1,257949,Stu W,106
4,251166,bastijn,106
1,10864,Custodio,106
3,255794,fbence,106
1,68071,Christian Woerz,106
1,144873,Lee,106
2,137728,androidcodehunter,106
1,64227,labilbe,106
1,136402,labyrinth,106
1,82805,user82805,106
3,159674,John D,106
1,159680,Andy Thomas,106
1,12911,Zirak,106
1,301727,Omtechguy,106
4,13414,dvdrtrgn,106
3,11266,ErJab,106
1,297710,MTMD,106
2,146037,DariusDare,106
1,5808,Doug,106
1,149002,DomreiRoam,106
1,73286,Riz,106
1,222045,sidney,106
4,69809,skm,106
4,85505,laurids,106
3,269467,KosmaS,106
1,13822,Umur Kontacı,106
1,77824,gsinha,106
2,160267,Mehmed,106
3,220499,david30xie,106
4,94671,lincolnk,106
1,30870,lynn8570,106
4,98278,Dulguun Otgon,106
3,91593,Sid,106
2,223859,wotney,106
5,163335,Valter Jansons,106
2,278874,Allure,106
3,271421,Cloud,106
3,276466,user2305193,106
1,276954,Ohad Dan,106
1,32048,cjvalentine,106
1,313703,Kristi Simonson,106
2,30228,RaptorX,106
11,17644,Riga,106
9,90122,Tracy Cramer,106
2,227124,Tobi Alafin,106
1,309769,Ruben Bohnet,106
6,219211,zyxue,106
2,305271,Lia,106
3,87726,danijar,106
1,88755,openrijal,106
2,266230,Majid,106
1,219536,nikoskip,106
1,167362,hykw,106
1,316568,Luis felipe De jesus Munoz,106
3,33369,Soham Dasgupta,106
2,108166,stackers,106
2,185445,Caimen,106
9,180614,Nicolas Bouvrette,106
1,278559,Amin,106
1,279559,hypers,106
4,106170,hejseb,106
1,42737,Dmitry Martovoi,106
2,238689,D. Kovács,106
1,320706,toscanelli,106
5,114057,user103828,106
5,103050,Ivan Ivković,106
1,182175,kenchew,106
1,280063,Angel Garcia,106
3,113005,Suor,106
1,31833,Bizhan,106
26,174797,Choe Guevara,106
2,237605,Reeshabh Ranjan,106
1,42377,GUI Junkie,106
4,42191,ThomasH,106
3,194361,zhankezk,106
2,197436,Awn,106
3,201890,abdul qayyum,106
4,188245,user118494,106
1,113211,SevenBits,106
5,113220,dang,106
2,240628,Hristiyan Dodov,106
1,243093,Shridhar Gupta,106
1,322275,Andrew Ault,106
4,239048,Rabbit,106
1,234043,Liam,106
1,105373,Cody S,106
4,287036,Ghulam Ali,106
2,242838,CDspace,106
20,58826,Voo,106
1,286301,Ragnarsson,106
2,46775,gregsdennis,106
1,325304,Mark_Anderson,106
1,50852,A. Nava - .NET,106
1,117336,Jeremy,106
4,117527,Jacob,106
2,57278,Troggy,106
5,55560,E L,106
4,59938,sim,106
10,126578,Kyle Delaney,106
3,126672,phx,106
3,122298,user246836,106
2,60913,AJP,106
21,60931,Mike M,106
1,131624,Harshal Gajjar,106
3,123660,Laurie Stearn,106
2,57338,jdersen,106
1,128978,Bells,106
2,64324,ubanerjea,106
2,68144,Patricia Li,106
2,68719,naXa,106
5,210492,WiccanKarnak,106
2,212197,Bijesh K.S,106
3,255489,mseddon,106
8,64515,Joe DF,106
1,138738,Geier,106
6,258023,Ted Hopp,106
3,9214,blubb,106
2,141735,Abdul,106
5,142570,Millardo Peacecraft,106
2,62501,sanjeev mk,106
1,62730,leat,106
2,63880,paulkon,106
1,132200,Alex Tartan,106
1,252173,Mahmoud,106
8,3389,Phil,106
1,13884,micahtan,106
4,13920,sventechie,106
1,13951,Rafee,106
1,14010,Dani,106
3,16101,fceruti,106
3,159709,jim smith,106
2,159796,Summer,106
12,82943,Ben Plont,106
1,79717,Bitdiot,106
1,11962,jonathanconway,106
1,216799,Quentin,106
1,221530,Bas,106
2,221003,Kayle of the Creeks,106
1,80412,Rasmus Larsen,106
1,80743,m4tx,106
1,70758,MCT,106
2,149592,jpgrassi,106
4,300931,ROIMaison,106
2,72063,user2521387,106
1,10058,Sum,106
3,71930,user1720897,106
5,299243,deHaar,106
2,295740,Alex,106
1,10852,Lai Yu-Hsuan,106
1,149088,Emi,106
4,73484,Adriaan,106
1,144218,helq,106
1,161932,Ryan,106
1,269461,Miket25,106
2,26312,flatronka,106
1,26321,Suchit Parikh,106
1,310909,ZHU,106
3,93962,Pedro Werneck,106
2,169177,Alex,106
2,164990,Danny David Leybzon,106
10,164723,Attila Tanyi,106
2,166581,Roman Grinyov,106
3,24667,Einar,106
2,13092,Goro,106
2,302392,Tim Barclay,106
1,162527,maguirenumber6,106
1,157712,Mauricio Fernández,106
2,86134,Cano64,106
1,89625,Michael Potter,106
1,89403,Andromeda,106
1,89207,GJ.,106
1,85798,hedgedandlevered,106
1,87503,Martin Pain,106
3,50118,xavierm02,106
2,53938,hyde,106
4,124479,mucio,106
1,247309,VirtualProdigy,106
1,327160,einverne,106
1,320675,Tom Wellbrock,106
3,282138,lte__,106
1,113976,Dasherman,106
5,314461,max_zorn,106
1,36991,Dariusz Woźniak,106
3,44963,Cody Guldner,106
2,43408,brucenan,106
1,190377,StudentofEuler2718,106
1,190512,stuntmania,106
1,177676,Yaroslav,106
4,113800,qdinar,106
1,31441,Brendon Roberto,106
2,226267,vloryan,106
1,104158,scenia,106
2,235976,Travelling Man,106
1,318129,Ethan Chan,106
2,107860,CreativiTimothy,106
1,183987,InterLinked,106
6,183449,Botond Balázs,106
2,183552,scienceauror,106
3,37635,Theodor,106
5,108788,asndre,106
1,108915,jodhpurpark,106
5,112204,user2544542,106
1,176539,Zac Grierson,106
2,32998,fny,106
2,33148,user10853,106
1,280885,karim,106
1,181201,Jason Coyne,106
3,44520,Tifa,106
1,44555,Mark K,106
1,98085,Gergő,106
3,53870,Vandesh,106
1,124908,Brusselssprout,106
4,50545,paul,106
2,59854,leemour,106
18,244392,PrettyHands,106
2,326257,LastTribunal,106
1,54380,higgs241,106
2,123152,Danylo Mysak,106
5,126995,Lucian Davidescu,106
1,330836,Birchlabs,106
3,203312,Guest,106
1,121531,AlexWei,106
3,194984,Gino Pane,106
4,50619,ELL,106
1,286073,Mathias Bader,106
1,52724,pranavk,106
2,202244,DanH,106
1,52944,Glänzende Perlen,106
2,290387,DevMoutarde,106
1,124131,kufeiko,106
1,123695,Sprockincat,106
2,140157,Tahnoon Pasha,106
2,292041,user24225,106
2,206003,haxtar,106
1,874,Thedal,106
1,254128,mugiseyebrows,106
1,254596,hovo,106
1,3384,mario,106
2,206574,Carlton,106
2,3632,twneale,106
1,141092,user2167582,106
2,141318,Suncatcher,106
2,295148,Leonardo,106
2,258357,Aminopterin,106
2,135947,sheß,106
2,256717,KBriggs,106
3,257138,Abcd,106
4,8236,BG100,106
2,296601,DeeJayh,106
3,18450,Guilherme de Jesus Santos,106
2,72556,Jack Twain,106
1,83158,Kyle Bridenstine,106
1,85024,orangejewelweed,106
1,85031,Neil,106
1,19468,Kris C,106
1,86334,php_nub_qq,106
1,19092,Jakub Zaverka,106
2,13709,Vijay,106
1,299261,primax79,106
1,10543,JAM,106
1,142891,Maffelu,106
3,143475,Issac Kelly,106
3,144091,cnova,106
3,73021,Michael Schmidt,106
1,76450,user3374657,106
8,76891,D-Money,106
1,11177,salman.mirghasemi,106
1,72161,STLMikey,106
1,270681,William Nguyen,106
2,90397,Matthew Wilkins,106
4,89227,toto2,106
1,226503,Vivek_Shukla,106
1,267189,RetroCraft,106
1,17696,Lalit Kapoor,106
1,20522,Sam,106
1,17556,Dan,106
1,158643,shanwu,106
1,87347,imagineerThis,106
3,15723,Tomislav Markovski,106
2,273763,user234902,106
2,93185,Faredoon,106
1,31015,James Tomasino,106
2,307171,Flexo013,106
1,25142,Paulo Freitas,106
5,168870,Keithin8a,106
2,168193,J.Doe,106
1,92545,Nikolay Tsenkov,106
2,20335,cortices,106
1,20070,Dmytro Shevchenko,106
6,310706,Mihael,106
1,170414,Jeff.Clark,106
1,98384,Łukasz Rogalski,106
1,163080,Bob,106
4,99771,Helping Hands,106
3,160556,Martin Epsz,106
1,32654,ramanujan_dirac,106
1,184879,Silverclaw,106
3,279215,chanceoperation,106
2,39012,Andrea Richiardi,106
1,280899,Phil,106
2,237147,Alex Clough,106
7,39692,Ali,106
3,98984,lapots,106
1,313508,parker,106
1,182448,BlackSheep,106
1,317333,Sampo,106
5,105979,BalinKingOfMoria,106
3,43257,AD.,106
3,43302,David,106
1,45614,lexeek,106
1,45128,Marcel,106
3,45415,shiv.mymail,106
1,38745,Francois Nel,106
1,38647,user1068636,106
3,114054,Dave Jones,106
4,239511,Ben,106
1,319465,Fabian Habersack,106
4,319472,Sanctus,106
2,289501,E. Joseph,106
2,289507,Zak,106
3,187863,Dylan Siegler,106
3,46256,user25957,106
5,44179,David Kennedy,106
3,44454,Javad Sadeqzadeh,106
2,118538,velikodniy,106
1,277767,cdahms,106
1,232077,JavaMan,106
1,181888,GmloMalo,106
6,189894,John Ohara,106
4,48691,jeff,106
3,94310,G.Rassovsky,106
3,21421,James Brock,106
2,306256,Lukas G,106
4,271678,kurdtpage,106
1,165848,JSONParser,106
3,22748,enthdegree,106
1,94847,beppe9000,106
1,166524,Heidel,106
1,98782,Jonathon Reinhart,106
6,180064,lebatsnok,106
5,179585,Cody,106
1,99364,sowasred2012,106
1,94454,Gerry Shaw,106
2,173412,Nguyễn Quốc Việt,106
5,275449,Gregory Benoit,106
2,263751,Akar,106
2,220054,Rick,106
1,88045,user1849133,106
2,88864,bazeblackwood,106
1,167536,Đinh Hồng Châu,106
2,23742,towi,106
6,87632,QMaster,106
6,272105,Patrick Fromberg,106
2,90534,turner,106
15,22255,trg787,106
2,309994,Mario Parra,106
1,24577,Lamin Sanneh,106
1,95758,sangil,106
3,304388,DylRicho,106
1,237328,Ploni,106
1,316428,user3198603,106
1,174313,CoyBit,106
2,97537,jack.the.ripper,106
2,41583,haitaka,106
2,41600,pluton,106
1,184568,user1582024,106
2,39093,PJT,106
1,181242,danwellman,106
4,315450,Javasamurai,106
2,102276,Rusan Kax,106
1,38057,uneakharsh,106
3,238070,Towhid,106
1,316914,Nigel Atkinson,106
7,237736,user237736,106
2,38383,Stijn,106
2,111091,VINOTH ENERGETIC,106
1,321949,Angel Oropeza,106
6,107907,Josh,106
1,235523,Kannan Goundan,106
9,103964,dx_over_dt,106
2,105740,Fultie,106
1,181598,taninamdar,106
1,232056,mahesh,106
1,95565,noone,106
1,118651,AHB,106
4,193950,Jiminion,106
1,283997,CITBL,106
3,49129,e-sushi,106
6,236909,DeltaIV,106
3,196606,Mike Sorokin,106
1,243125,vojta,106
1,51745,adantj,106
2,115283,Mohebifar,106
1,48767,Vivek Pradhan,106
1,187566,Medulla Oblongata,106
2,116731,Akavall,106
3,295270,misanthrope,106
7,255638,kvk30,106
5,255659,A. Hersean,106
2,211717,Dojo,106
2,65632,today,106
5,145543,MoebiusCorzer,106
1,6603,Xeo,106
2,251024,Niccolò Campolungo,106
4,138672,warspyking,106
1,255996,Captain Obvious,106
2,294519,The Z,106
1,292470,Josephus,106
4,140260,rchl,106
1,133843,cherouvim,106
8,252912,Martijn,106
1,259364,mathemagician,106
2,146070,AndreaF,106
3,82919,Alireza,106
1,83131,kekkonen,106
1,77265,Matt,106
3,76428,jrodenhi,106
1,86571,Praveen Kadambari,106
1,153432,Govind Rai,106
1,17985,Nayuki,106
3,18095,pc1oad1etter,106
5,261444,Arnav Borborah,106
1,153792,HelloCW,106
4,11566,Jake Berger,106
1,69945,LuFaMa,106
3,69834,Amy Blankenship,106
3,267494,Hugh Chalmers,106
3,218843,user1602,106
2,247715,TonyH,106
3,122812,randomusername,106
1,123224,LordOfThePigs,106
1,54218,Tim Lovell-Smith,106
2,117324,Ben Roux,106
9,117575,kacherese,106
1,117849,inVINCEable,106
3,126524,gowenfawr,106
2,324517,Anne van Rossum,106
2,240546,Patty,106
1,198387,obe,106
1,328092,Joshua Kemmerer,106
1,202456,A. Rex Sutton,106
2,329840,Sarvar Nishonboev,106
1,196994,Blaisem,106
4,200292,Piers Mana,106
2,121460,Friendly Ghost,106
4,326587,pjj,106
2,49636,Danil Gholtsman,106
1,49249,enashnash,106
2,50036,RecursiveCall,106
6,57830,Slade,106
1,247750,Chong Lip Phang,106
2,247800,SmartestVEGA,106
5,55005,Sunny,106
2,114085,Dennis,106
1,47922,Christopher Martin,106
4,60144,oxilumin,106
3,123830,freedomcry,106
2,125758,Nasser Torabzade,106
1,122368,dfeuer,106
1,200949,tyrondis,106
1,131393,yannn,106
5,127917,Croll,106
1,331447,Dan Drake,106
1,250419,Henry,106
1,135427,Dmitry Kabanov,106
1,66581,Nikolai,106
1,249715,kizoso,106
2,206288,pee2pee,106
1,206315,S E,106
4,7317,leonbloy,106
5,142612,JO SeongGng,106
7,205109,Serhiy,106
3,62225,MagTun,106
2,210190,Pradip Shenolkar,106
2,144587,Joanna Mikalai,106
2,68577,Ehsansh,106
1,211409,rama9,106
1,6197,Santosh Linkha,106
1,204499,distante,106
1,256374,masgo,106
3,212514,John L.,106
1,210801,manish,106
1,6952,Atilla Filiz,106
1,9065,rajeemcariazo,106
3,64441,Heisenberg,106
4,205520,Gallifreyan,106
2,251110,myMethod,106
2,154139,MohitC,106
3,154278,MSX,106
2,19695,stas,106
1,10500,Samuel Liew,106
1,10135,Ivan,106
1,17029,MeetM,106
7,76933,sas08,106
2,149618,blckbird,106
1,219066,Farzad J,106
1,213108,Thomas,106
4,14495,atsea,106
2,301690,Shadowfax,106
2,216174,Mark Gardner,106
1,216231,NatoBoram,106
1,68838,david a.,106
3,71016,motoku,106
3,9459,Salman A,106
4,227805,tgogos,106
3,89418,Mimi,106
3,87352,Jon49,106
1,93321,Channing Walton,106
1,277970,Matias Barrios,106
1,170909,Chris M,106
2,170350,Praxiteles,106
4,312203,Tanthos,106
3,32109,haudoing,106
1,32176,ρss,106
6,23997,ardent,106
1,91684,pengchy,106
3,21280,Khuram Malik,106
1,26454,Dmiters,106
2,273071,Geoffrey Thomas,106
1,30909,smilingbuddha,106
1,30697,f.ashouri,106
2,25100,Felipe Aguirre,106
2,24959,Pierre Spring,106
1,272334,Paul I,106
1,224648,nicoX,106
2,162768,0x0584,106
3,225189,user1603472,106
1,176775,Yoshiyahu,106
3,185373,num1,106
1,239937,Devin Gleason Lambert,106
6,100391,starun008,106
3,176615,Massoud Afrashteh,106
2,236389,linker,106
1,37970,Charles Wesley,106
3,37994,JumpingJezza,106
1,241767,jcm69,106
2,317351,Bakri Bitar,106
2,238620,peco,106
2,198568,Bulat M.,106
2,243666,harri,106
1,242197,Abhishekstudent,106
1,199956,Chris,106
4,200304,miso,106
1,190996,miaoever,106
3,283375,ShrimpCrackers,106
3,238826,Dany,106
1,121198,Richie,106
1,239327,Ramanpreet Singh,106
1,187302,Cristian,106
8,282462,Derk Jan Speelman,106
2,187059,zsf222,106
2,39430,Purefan,106
2,118449,mattosmat,106
1,59891,tor,106
1,330482,Daniel,106
2,55730,stu42j,106
2,326997,Nicky Mattsson,106
1,123491,omnikron,106
2,57394,Noor,106
3,122570,nohwnd,106
1,197570,Michaël,106
2,118143,Journey,106
2,118963,aralar,106
2,58981,Fluffy,106
1,129849,Mediocre Gopher,106
5,48704,Stephen,106
1,327190,Yuri Borges,106
1,136318,Houman,106
1,73705,Colas,106
2,258795,Swimburger,106
3,215761,sen_saven,106
1,12168,Fingolfin,106
1,17159,Mustafa Ekici,106
3,76655,Glowie,106
6,77357,sabotero,106
2,83504,w͏̢in̡͢g͘̕ed̨p̢͟a͞n͏͏t̡͜͝he̸r̴,106
1,83398,Cobbles,106
8,81927,domotorp,106
1,76368,npisinp,106
3,161012,jitendrapurohit,106
1,161480,user2505282,106
3,162195,David Sousa,106
1,86254,AntonioJunior,106
1,11827,Alexandre Chabot,106
1,217188,MrKnotts,106
2,80373,Friedrich,106
4,12735,slashmais,106
1,302941,Maarten Bamelis,106
1,159663,SCB,106
1,261602,Lars Mekes,106
2,261402,o_O,106
1,72457,Rudstar,106
1,68004,500005,106
1,6009,Dogbert,106
1,148961,markov zain,106
3,149226,Sam Spade,106
1,147180,Alexander Cska,106
1,5083,Helge Klein,106
1,5166,Shawn,106
5,210878,user136592,106
4,148082,Raj,106
6,67953,Babbzzz,106
2,143953,user134593,106
1,291259,Rokit,106
3,3646,Unkwntech,106
3,68197,George,106
9,145310,ArekBulski,106
1,144934,quanta,106
6,144774,Fizz,106
1,294290,Sunny,106
4,62499,A.L,106
4,291726,H42,106
1,2676,Christian,106
3,138356,Timar,106
4,205983,jave.web,106
1,132040,Jascha Goltermann,106
1,272449,nluigi,106
10,25340,Mehul Joisar,106
2,24878,Dmitriy,106
2,165691,James Trotter,106
1,166042,Pavel Yermalovich,106
1,226131,turoni,106
5,162514,bashis,106
2,156874,onurcanbektas,106
1,158276,Nate D,106
4,222354,boboquack,106
1,88610,Kuba Wyrostek,106
1,25779,Shashwat,106
2,26132,Damian,106
1,90892,Bob,106
3,91220,Robin Thuran Malhotra,106
1,268503,Zroach,106
1,32599,Mohamed KALLEL,106
3,96892,MCHAppy,106
1,171138,Sathed,106
1,31055,methuselah,106
1,20049,Ian Unruh,106
2,26792,squarefrog,106
1,163401,wallace,106
1,91813,Xiao Peng - ZenUML.com,106
7,21176,Mirek,106
3,112753,akoo1010,106
1,108581,user118967,106
1,325579,Leo Simon,106
1,196808,feihcsim,106
3,190949,mahasamatman,106
6,113421,OnePunchMan,106
2,116487,Joey Ciechanowicz,106
2,193046,Danra,106
4,120473,Brout,106
3,42068,SkinnyGeek1010,106
1,44533,user1066615,106
3,104096,flawr,106
1,316646,Bugs Buggy,106
3,176060,Adrian,106
4,98003,Tuyen Pham,106
2,39091,muzzlator,106
2,277514,Brandon,106
1,279125,omar,106
2,45977,Vishal Gupta,106
3,102307,genisage,106
2,111383,LeeNL,106
1,317396,Kshitiz ,106
1,238304,Technetium,106
2,45060,rubo77,106
7,44867,user2019510,106
1,35924,Blaise,105
11,46678,mike,105
3,234896,Entrepreneur,105
8,94429,Christopher Rucinski,105
9,274037,Aduku,105
8,88660,jdehesa,105
1,88863,Pobrecita,105
2,66478,zgjie,105
3,143730,Trojanian,105
3,85160,Kirk Roybal,105
1,18569,leon,105
2,73329,Anderson,105
6,61211,Miro Markaravanes,105
2,122506,Nick Cox,105
1,118333,user2991243,105
3,191674,DimaSan,105
1,37242,bartolo-otrit,105
2,306671,Weikeng Chen,105
22,88458,Chris Hayes,105
3,98024,eeadev,105
1,170323,John Weisz,105
4,91349,Jack,105
7,73031,plast1k,105
5,148930,user2738748,105
2,159821,Hongbo Miao,105
1,11380,Banago,105
3,263928,Nick,105
1,78481,Santosh,105
13,13928,Leigh,105
2,5155,Mana,105
9,148304,chirlu,105
1,64041,paul,105
1,206332,dsclose,105
7,139663,sovo2014,105
2,849,Michael Mrozek,105
1,130889,Dupontrocks11,105
1,117220,Dewfy,105
1,58256,hyat,105
4,52422,Philip White,105
2,50709,Ramchandra Apte,105
6,54477,Frenzy Li,105
7,217423,Kirann Bhavaraju,105
1,14418,Pavel,105
3,74840,Sean Anderson,105
2,8978,ChrisWerry,105
1,15953,vitaut,105
19,275140,Selena,105
6,312450,Steve Woods,105
4,108672,Hani Goc,105
2,27214,Yasser Sinjab,105
56,97589,Rejlan Givens,105
2,96455,majidarif,105
1,71945,A little lime,105
30,76909,Dave Kanter,105
13,77342,RomainValeri,105
1,68989,Jami,105
3,222156,Tony Tannous,105
2,220985,Michael Ho,105
5,14778,Eliah Kagan,105
4,216376,mt1022,105
3,142072,Shirgill Farhan Ansari,105
1,55275,Mutawe,105
17,102957,Pablo Descamisado,105
3,109624,ghosts_in_the_code,105
5,83216,Jabbar_Jigariyo,105
5,25301,Bart,105
9,94590,zvory,105
3,22366,MasterMastic,105
2,161774,user2277872,105
2,23263,Arthur Mamou-Mani,105
7,69507,user85190,105
1,153452,Rockstar5645,105
7,133480,HUANG Taizi,105
8,133555,Alexandre Borela,105
19,5621,ypercubeᵀᴹ,105
5,65445,Ade,105
2,107914,Chaminda Bandara,105
2,46561,Aivar,105
4,35908,Zack Zatkin-Gold,105
1,41598,Håkon Hægland,105
2,88777,Lars Ebert,105
1,90995,Nyambaa,105
4,225544,sc28,105
2,311197,Gnik,105
1,23417,Gyan,105
1,222587,ec043,105
3,153580,Zaar Hai,105
5,65892,Courier,105
1,64084,Vincent Paca,105
3,139024,Mithun,105
5,116947,Ryan Heitner,105
3,120417,Corbee,105
9,120809,Sam,104
3,49862,Auberon Vacher,104
5,131303,Frank Bryce,104
1,55731,Jack B,104
3,214282,Swapnil,104
2,64118,Sentry,104
1,137920,Heng Sopheak,104
2,4466,gphilip,104
2,2377,ilhan,104
1,8367,jayrdub,104
4,139410,Bill Evans at Mariposa,104
1,143956,daramasala,104
1,3811,Greg B,104
2,250081,atereshkov,104
1,152965,Alex Yu,104
1,217020,Yokich,104
3,262412,Lust_For_Love,104
1,220680,anothernode,104
2,5717,ELLIOTTCABLE,104
5,73721,I Wanna Know,104
1,259679,Prakhar Gupta,104
4,149804,fbessho,104
1,299655,John,104
3,76696,Dantes,104
2,14819,Vivek,104
3,169902,light,104
1,231428,mavavilj,104
6,170736,Charles John Thompson III,104
2,94245,StrongBad,104
6,29008,Jeff Axelrod,104
3,32509,RobertRW,104
1,311638,ohhh,104
1,276000,volna,104
2,88663,theheadofabroom,104
3,82202,klml,104
3,158144,Clock ZHONG,104
1,162498,Cristian,104
2,90034,Victor,104
1,312866,jamesfdearborn,104
1,21930,vgty6h7uij,104
1,26559,Nate Parsons,104
3,108843,James King,104
4,187316,ragingasiancoder,104
3,118345,Sosi,104
2,109596,john,104
2,235540,sccs,104
1,113313,chumakoff,104
5,113615,Failed Scientist,104
2,39409,mezoid,104
1,253407,Nominalista,104
5,256711,Will,104
1,146615,hkurokawa,104
1,139077,Jonathan Solorzano,104
1,132192,jomo,104
1,206446,Dan Z,104
2,301599,Muhammad Khan,104
1,82732,buzjwa,104
1,216785,TheMathNoob,104
9,77595,user77595,104
4,150266,Diamantatos Paraskevas,104
1,296962,Stephen Belden,104
1,19550,mhenry1384,104
5,97884,Akiva,104
5,30815,Stuart,104
10,97122,b1nary.atr0phy,104
2,97230,gurghet,104
5,310818,NikkyD,104
1,166235,Jim,104
1,21966,maxnk,104
2,158457,turtle,104
1,167173,user200783,104
1,118665,Sari,104
2,193010,Larry McQueary,104
3,46326,user1943282,104
3,116910,Monika,104
6,49116,user49116,104
1,102838,yamm,104
1,47402,ajon,104
3,45808,Toaster,104
1,42004,johnny,104
1,38861,richard,104
2,39047,Nikita P,104
1,33558,positron,104
4,31553,Jason,104
3,101870,glasspill,104
22,196152,Peter,104
1,52708,Dhaval Bharadva,104
4,124171,Nobody,104
1,54874,Iman,104
2,334314,Ismael Ghalimi,104
3,329793,austingae,104
3,50979,Sponge Comrade,104
2,202872,fywe,104
1,141211,Konrad,104
2,254010,Rollie,104
4,134443,alexander,104
1,1083,milesmeow,104
1,6163,xtofl,104
2,207891,Giacomo Tesio,104
1,138042,tuledev,104
3,217287,Stormydawns ,104
1,80368,Bryson S.,104
3,77069,RAKK,104
4,220333,Ben Barden,104
1,26084,Scott,104
1,24956,Mickey Perlstein,104
1,24999,David Laing,104
1,304608,hisairnessag3,104
3,310600,BBaysinger,104
3,26920,MikkoP,104
1,31869,darshanz,104
1,163096,eurocoder,104
5,309338,ruffle,104
3,176898,Fabich,104
3,108664,nfell2009,104
2,183985,XaolingBao,104
1,39307,fox,104
5,183444,Anoplexian,104
1,36555,MkUiSlTl,104
3,109357,user3453281,104
2,172695,Paul Nikonowicz,104
1,44286,gipouf,104
1,44160,Edd Barrett,104
1,46167,Bach,104
5,289850,RickyBobby,104
1,246231,Stevan Slewa,104
3,319631,tehp,104
1,243132,DeDee,104
2,32282,shayan,104
3,233324,Riaan Walters,104
2,28906,MrKiller21,104
1,271563,Tamara Natividad,104
1,306400,vel,104
2,19524,zishe,104
4,221835,Chill,104
6,228094,Vorpulus Lyphane,104
6,304377,opa,104
2,120325,mmswe,104
1,115192,bsapaka,104
3,187088,Mauricio Arias Olave,104
1,317473,Viser Hashemi,104
3,241006,Ashish Choudhary,104
3,241448,Puddler,104
2,109302,Aditya ultra,104
1,323715,Sandy DeLeon,104
1,315658,AliLotfi,104
1,39033,Juha,104
1,147082,woody,104
2,293998,Graeme Pyle,104
1,135792,Aishu,104
3,134588,Mohammad Chamanpara,104
1,131856,graywolf,104
3,292813,David Cabrera,104
7,142483,revo,104
2,216463,Carl Edwards,104
2,150199,user,104
3,267394,nish,104
1,70060,Diego Andrés Díaz Espinoza,104
2,17975,Daniel Böhmer,104
3,17941,Igor Soloydenko,104
2,57517,CrimsonKing,104
1,125469,Amey Dahale,104
5,123340,Sam Walls,104
1,128972,aytimothy,104
2,330679,ben,104
1,326683,Jordan,104
2,131015,Abel Cheung,104
1,134326,Blackpool Towr,104
1,293863,Georg Muehlenberg,104
3,135703,hbaromega,104
6,208897,Romain Vincent,104
1,64677,Jim Blum,104
1,77696,BatlaDanny,104
1,15230,djKianoosh,104
1,69238,Paweł Szczur,104
2,10718,jth41,104
1,297388,Christina,104
2,159259,Ceyhun Özsoylu,104
3,158927,Majte,104
1,158433,Peter Zhu,104
1,24088,marabutt,104
3,176282,Rob F,104
5,24700,Adnan,104
4,20129,Shep,104
18,162810,DaveM,104
2,223578,user7003859,104
5,162745,Sander Verhagen,104
1,309956,Sam Rueby,104
1,41862,schlossblick,104
3,44945,Mahesh,104
4,118780,vmalloc,104
5,318621,Kanari,104
