Num Comments,User Link,DisplayName,Reputation
13,173126,sintetico,159
1,72274,birrellwalsh,159
4,217876,gigiistrash,159
5,9452,adib,159
1,258375,Daniel Tsvetkov,159
2,149781,Gerard Ashton,159
3,77115,Tolga Ozses,159
6,252337,Daniel Bensen,159
4,938,dotjoe,159
13,3753,Francesco,159
1,2450,Landy,158
6,148367,Dai,158
1,13288,jftuga,158
2,14885,Rabarberski,158
2,9611,Citizen,158
3,17156,Hari K T,158
65,13599,Doktor J,158
3,25649,Mansfield,158
2,102309,Robbie,158
7,43732,Vladimir Reshetnikov,158
15,200718,A. Lau,158
7,127835,caelin,158
20,50323,Taal,158
11,30851,dVaffection,158
1,25516,Spark,158
11,26322,Teno,158
1,23948,Artem Oboturov,158
4,22517,AidanO,158
5,191992,Twifty,158
7,33525,mgw854,158
9,278594,Willtech,158
3,73966,pradyunsg,158
4,11690,wen,158
9,80668,Nisal Kevin Kotinkaduwa,158
9,8394,olivierg,158
2,7671,iLemming,158
3,139396,Ragheb AlKilany,158
5,66674,Mauritz Hansen,158
7,68000,saldenisov,158
7,9148,dclowd9901,158
3,4835,Jay Bazuzi,158
4,3399,Alex Budovski,158
4,62520,happybuddha,158
4,78313,Donny P,158
9,90962,Raystafarian,158
1,30914,Steely Dan,158
14,88615,zx_wing,158
23,98675,dave_thompson_085,158
1,40143,Alex Shesterov,158
3,275720,Eric,158
4,181822,contrum,158
1,54064,Samir Aguiar,158
5,94889,moonman239,158
3,22939,Ivan Akulov,158
8,20340,Kraken,158
1,170016,Tony,158
2,30242,Michael,158
5,31599,NetStarter,158
9,77725,khaverim,158
1,10206,Annika Peterson,158
5,11701,Crisfole,158
5,12034,Tod,158
3,66116,Chiffa,158
2,148909,Rod Johnson,158
1,9217,Ric Levy,158
4,5115,flyer88,158
2,3052,Rahul Mehta,158
5,66417,Emmett R.,158
2,4308,Gus Paul,158
1,67666,Jim V.,158
1,62136,Johnston,158
3,139281,dslh,158
6,4695,SWeko,158
2,141629,kl78,158
10,5973,CodexArcanum,158
6,16576,Philip Durbin,158
12,16544,NOTjust -- user4304,158
1,111168,Augustin,158
4,43869,Chris Bier,158
1,17562,bravokiloecho,158
7,90086,Rose Winters,158
16,91139,Gitty,158
1,24413,Aaron Kurtzhals,158
1,21924,Farhan Ahmed,158
3,95299,PawelP,158
16,58148,gktscrk,158
5,54664,jmadsen,158
8,127582,Richard Smith,158
9,113977,wvxvw,158
1,130628,Zack,158
1,17089,Austin Mohr,158
4,261226,webbm,158
1,151268,ServalSpots,158
3,64121,mart,158
3,141557,Zenon,158
3,254582,Tyler Weaver,158
4,64630,Gerrat,158
26,282827,Andre,158
1,106961,aandis,158
7,96783,brianpck,158
7,89457,RJ Cuthbertson,158
2,91544,curiousgeorge,157
3,169994,Wuvex,157
9,191133,TheEnvironmentalist,157
38,9094,barlop,157
7,61815,stewSquared,157
1,123775,Segfault,157
12,30617,911,157
6,17314,pferor,157
12,319007,User1006,157
2,3957,Andrei Vajna II,157
2,1979,Adam FG,157
8,139162,Interface Unknown,157
2,80263,Aaron Brager,157
3,16148,Fabian,157
2,20492,BRKsays,157
5,129001,ifly6,157
2,92352,cjp,157
5,448,Kyle Cronin,157
13,7843,Kirk Woll,157
3,5514,Richard JP Le Guen,157
4,13636,H_7,157
17,153142,mekkanizer,157
7,103355,zell,157
8,116291,sirosen,157
19,313983,Vadzim Savenok,157
8,25260,kmarsh,157
2,329464,Robert W.,157
4,52720,Four_0h_Three,157
1,112836,sv.,157
5,158879,SuperMario,157
7,167042,ognockocaten,157
2,179660,leoOrion,157
18,11109,Kalamane,157
6,11026,js_,157
5,54,David Foster,157
4,3059,BloodPhilia,156
1,8894,QEntanglement,156
1,205072,Fry Simpson,156
3,6495,Andrey Adamovich,156
1,135840,4everPixelated,156
1,77056,amacrobert,156
2,220196,Bahrom,156
2,78499,gkmohit,156
2,97285,Rab,156
9,26850,im so confused,156
33,168146,Parmenides Ephesus,156
3,114425,Spacemoose,156
1,122947,Lottie Murakami,156
1,55285,Tim Huynh,156
6,306695,Arch Capital,156
3,22108,buskila,156
6,26586,User 17670,156
4,157628,pookie,156
1,89010,dthree,156
9,246214,Ian,156
1,8982,Deviprasad Das,156
8,9614,teika kazura,156
1,11212,Martin Ueding,156
2,13770,Daniel Magliola,156
1,19285,H Hatfield,156
5,218164,studog,156
1,14656,vocaro,156
1,3149,Isaac Moses,156
4,3526,Matthew Steeples,156
6,4018,grieve,156
1,61900,Matthias Dailey,156
1,129009,Joe Miller,156
7,128952,legrojan,156
3,5637,gou,156
7,63532,Dale Newton,156
3,6080,J. Taylor,156
3,1860,Willbill,156
3,14239,Leaf Shadow,156
1,159303,Sp3000,156
1,9782,Mark Richman,156
10,72013,Tolga Evcimen,156
1,70484,Amy,156
8,31708,James A Mohler,156
1,90520,Yharooer,156
1,51088,assylias,156
10,18646,Mostafwani,156
4,88028,MCsuchNsuch,156
2,35859,AJ Henderson,156
4,112058,El Marce,156
7,37102,Aydin,156
2,5561,Adam Naylor,156
5,62299,Matt,156
1,4280,hamstergene,156
7,54001,Sebastiaan van den Broek,156
2,204442,Steve Bird,156
9,10419,Alexander,156
4,19650,Arg,156
2,153846,Vince,156
4,32002,Orion,156
2,112366,Jesse McGrew,156
2,238420,ash_King,156
12,39188,booksee,156
4,88029,Anaksunaman,156
15,32588,Ondrej Janacek,156
5,117471,Asterion,156
1,51909,mnemotronic,156
5,15335,eeerahul,156
2,13295,Rikesh,156
2,149953,Chris Trudeau,156
1,86522,Olga,156
1,12878,Foo Bah,156
1,5594,Shawn LeBlanc,156
13,116729,anotherworld,156
2,42827,Xaranke,156
5,38676,dartonw,156
3,103944,Gordonium,156
3,231309,Destructible Lemon,156
13,21503,Pochi,155
3,103929,talmey,155
10,116564,Lepidopterist,155
7,235188,Aqqqq,155
5,3370,ראובן,155
9,14309,Scott Severance,155
7,69903,DL Narasimhan,155
4,147873,Delyle,155
1,9947,albertjan,155
3,58397,sashank,155
4,186991,notANerdDev,155
1,128424,user1917407,155
1,312529,Jamie Cox,155
2,25920,FaultyJuggler,155
5,26988,EM-Creations,155
4,111395,ᔕᖺᘎᕊ,155
23,105923,Arman McHitarian,155
11,35688,badpanda,155
6,37076,PinkElephantsOnParade,155
6,160327,Xavon_Wrentaile,155
1,15457,nickb,155
2,12531,GollyJer,155
2,1776,Omar,155
2,46221,Mason Barge,155
3,212593,yurnero,155
7,3903,suzukimilanpaak,155
1,3296,GONeale,155
1,5617,Johnno Nolan,155
9,9318,Bartosz Rakowski,155
4,83003,tom,155
3,16714,altern,155
5,76654,eso,155
2,36444,Daniel,155
2,111793,user1227914,155
19,224258,Brian J,155
5,25002,Alkenrinnstet,155
5,113511,Jimmy G.,155
2,222172,AntonH,155
3,17453,Trismegistos,155
2,149566,Neel,155
1,19383,emaringolo,155
1,7224,Christoffer Lette,155
1,6182,Jonathan Day,155
3,52970,Benjamin James,155
5,51739,Amit Ranjan,155
11,54307,dennylv,155
114,61734,Argot,155
8,3710,Martin York,155
5,254410,Tomislav Ostojich,155
1,12689,Michael,155
10,77216,Aaron Mahan,155
3,21776,M.M,155
3,166021,Khalid Itb,155
14,93052,sevenOfNine,155
17,129900,Ludi,155
12,199915,aban,155
4,44977,Phil Hobrla,155
3,23549,kylealanhale,155
2,24961,jwrush,155
1,32415,Satyam,155
7,17836,nawfal,155
1,10146,Peter Nore,155
8,11994,Benjamin,155
2,589,Paul Rowland,155
2,206961,Prodnegel,155
2,133427,OddDev,155
9,7245,leon,155
4,7379,John Dibling,154
11,63760,TomTom,154
10,156774,Serguei,154
2,29016,erewok,154
3,95170,Peter4075,154
1,30579,Roy,154
3,176987,user3163495,154
4,23734,AverageMarcus,154
8,107540,AboAmmar,154
18,118710,Aymane Shuichi,154
2,60208,Rumi P.,154
38,96647,Clarus Dignus,154
5,93506,Poison Dart,154
2,124498,George Simms,154
5,298414,178865,154
7,15139,MarkHu,154
6,80685,Adrian,154
12,206596,Hashim,154
5,7784,skaz,154
4,60875,shabby,154
4,156793,skiggety,154
3,16328,Martin,154
7,89935,CuriousGeorge,154
1,169846,Robert Corey,154
12,32520,Qix,154
4,322950,Hikaru,154
43,102028,ahnbizcad,154
5,13465,Ben Simmons,154
11,31540,Ryan,154
6,36326,JackAce,154
2,190292,simonpa71,154
2,14492,Ivan,154
7,5382,Mansuro,154
1,77841,Greg McNulty,154
11,140151,Luke,154
11,142291,Mathematics,154
12,50392,brichins,154
1,4876,CW Holeman II,154
1,16642,Colin,154
5,5863,Duopixel,154
4,267798,Jonathan,154
7,85190,René,154
2,113349,danimal,154
1,45221,Schilcote,154
8,44846,Gin Gordon,154
1,103607,Ivy Fae,154
7,128668,Kingrames,154
1,128100,Reubend,154
1,121509,bhspencer,154
5,77541,Daniel,154
3,159323,laconbass,154
2,250563,Seninha,154
2,145935,Mark Brackett,154
13,135480,Vérace,154
6,39011,One Two Three,154
1,99566,Utku,154
3,314014,GlitchC,154
11,28924,ampersand,153
4,19913,Durand,153
1,28407,Miriam,153
1,20577,coqer,153
1,25704,Alexander Tobias Bockstaller,153
6,234710,7yl4r,153
1,45692,lvarayut,153
5,180312,josh,153
2,37047,Dan,153
4,4991,Ian Henry,153
1,148208,Pat,153
3,7440,Chris Lercher,153
1,147046,thefragileomen,153
2,295704,Adam Varhegyi,153
6,2234,Marcelo Cantos,153
5,19030,Ariel,153
2,327417,Lisbeth,153
6,125115,John Smith,153
5,200713,Aravind Suresh,153
1,100296,Grayda,153
3,48330,lucuma,153
39,165444,Manuel Hernandez,153
6,82598,Sprague,153
5,17679,0b10011,153
1,32151,ᴍᴀᴛᴛ ʙᴀᴋᴇʀ,153
6,28944,laika,153
1,148697,Fatalize,153
1,10628,Robert Brown,153
2,82800,CyberGuy,153
6,2690,Mike Woodhouse,153
2,2706,Frank Pierce,153
1,3907,AJ09,153
3,6049,Zippy,153
2,62442,akinuri,153
2,194853,Juggernaut,153
1,246763,Nikitau,153
1,117567,Chris Heard,153
4,62767,Jim Oldfield,153
2,2008,Mark Elliot,153
2,8870,R.K.,153
4,72558,Jeff Grimes,153
1,86598,poff,153
4,10530,user93422,153
3,51921,sanjiu,153
1,52096,iMan,153
2,44623,Geeo,153
1,100427,9a3eedi,153
5,42992,Saaru Lindestøkke,153
5,113259,red shoe,153
8,231959,Flynn,153
1,24116,JackalopeZero,153
1,87731,Bjørn-Roger Kringsjå,153
2,224220,Ruben,153
4,77943,Warren Burton,153
4,80060,jbyler,153
3,11205,YetAnotherUser,153
3,12960,Emilio M Bumachar,153
7,9072,bitbonk,153
2,5563,Greg Mattes,153
1,64651,ravron,153
2,3551,Bridget Baker,153
1,3083,esafwan,153
4,4784,KARASZI István,153
6,121195,piffy,153
2,129479,sudobangbang,153
2,55610,Nanda,153
1,205722,cnread,153
5,64042,Waseem,153
4,6232,Gilead,153
7,7327,TheCompWiz,153
2,2871,Workman,153
30,88649,0fnt,153
2,13793,RiaD,153
12,152347,Jay Wong,153
2,142956,picus,153
3,22670,juanpastas,153
2,23679,user23679,153
2,181442,Dr Chuck,153
1,23715,Victor Van Hee,153
3,159262,Tashus,153
4,25437,Sam,153
2,88494,Paul Jones,153
12,88512,Samir,153
1,223914,Phlebas,153
5,16999,John Dahle,153
3,17233,Sniper Clown,153
7,12117,Kyle Sletten,153
1,70661,user2121620,153
6,73270,Grumpy ol' Bear,153
8,5385,Adam Lear,153
2,7405,Jonas,153
1,270,Nick Hodges,153
1,134644,Lucas Schwarz,153
4,135442,Joel,153
5,2792,eidylon,153
1,2641,detunized,153
5,2101,Kyle,152
3,1597,Anurag Uniyal,152
2,70571,Aditya,152
2,9360,ninjaPixel,152
4,70027,MasterScrat,152
2,27217,DropDropped,152
1,52503,Weiner Nir,152
6,157428,wit221,152
7,52574,NiteCyper,152
2,6732,Keerthy,152
5,6666,alexy13,152
15,16057,Clay Bridges,152
5,31093,tpg2114,152
2,51104,Michael,152
2,193094,Joshua A,152
2,40309,Nathan White,152
30,35993,Mr.Mindor,152
1,20460,Zecrates,152
9,30989,Eduardo Bezerra,152
4,96524,Valerie Clark,152
6,85294,Bob,152
6,134778,nerdfever.com,152
8,291783,LinuxBlanket,152
1,131519,J. Paczuski ,152
6,55479,0__,152
2,3157,daniel.sedlacek,152
4,8905,Krimo,152
2,23228,Tamer Shlash,152
13,18338,Alex L,152
11,198750,James P,152
14,59042,max pleaner,152
5,327412,FireCubez,152
166,118838,iamRR,152
6,10237,Metro,152
4,68047,shaunc,152
6,1683,Denis Otkidach,152
10,113965,Federico,152
1,321114,NRitH,152
5,23935,stefan,152
2,23842,Androliyah,151
23,92596,Guido Jorg,151
7,231161,mehmet,151
2,17510,malhobayyeb,151
1,172409,matt,151
6,175073,user2428107,151
1,102842,Venkata Krishna,151
11,37722,withparadox2,151
5,324766,djs,151
2,116406,SpringKS,151
4,49137,Achim A,151
7,108650,eirikdaude,151
4,62112,Jaiesh_bhai,151
1,3154,ALife,151
2,6705,Valentin,151
2,11039,Ming-Tang,151
2,8089,TREE,151
4,7825,Shane L Harris,151
10,5449,richard,151
1,17256,obaqueiro,151
1,11515,Rig,151
1,19054,Paul Hutton,151
3,11942,jrista,151
1,80447,Warbo,151
4,157382,Edward Hughes,151
15,12888,Sister,151
3,14692,Tor Valamo,151
4,77998,Gwyn Evans,151
3,122928,Tristan Wiley,151
11,50906,Ross Presser,151
21,52727,nomen,151
3,187329,CSM,151
2,121624,Vojislav Stojkovic,151
45,106157,johann_ka,151
1,97600,Abulafia,151
1,226734,Fodagus,151
3,229217,pmos,151
1,30366,amaidment,151
1,21106,Andrew Fogg,151
4,163586,Zeke Hernandez,151
1,7085,mixdev,151
1,9273,piCookie,151
1,61924,Honest Abe,151
12,61399,JᴀʏMᴇᴇ,151
3,66079,Joey,151
2,68404,Monty Harder,151
1,67448,Alfredo Hernández,151
8,66755,tbc0,151
1,66406,Trenin,151
1,2829,JerryOL,151
4,13002,Michael McGowan,151
3,11314,Julian,151
5,146866,Seeds,151
4,269259,JAD,151
3,17245,thad,151
3,152148,Peter,151
5,60736,O. Jones,151
1,46621,Adam Lawrence,151
1,127211,Peter,151
3,4589,Philippe Lavoie,151
1,148091,jmite,151
2,4998,Daan,151
9,68572,Basj,151
5,204128,winny,151
2,65981,user-53616E63686974,151
1,9896,M4N,151
4,10482,guanome,151
3,10198,tim_wonil,151
2,86956,nobillygreen,151
6,15454,Casey Chu,151
5,154992,Knumber10,151
2,153805,StevieP,151
10,8323,Fake Name,151
26,69449,Curtis H.,151
4,16646,silvermaple,151
7,75225,Phaeze,151
2,91554,Thomas Doman,151
2,162188,Eli Sadoff,151
2,100008,Sparkler,151
1,31582,Chip Bennett,151
3,187581,Caleb Reister,151
3,115035,jja,151
3,43252,Tomer,151
5,112221,Jack,151
2,112330,Aidan Ryan,151
1,106974,JJAD,151
1,49090,geezanansa,151
1,226428,Pincopallino,151
3,21716,iglvzx,151
1,271808,Justin Heath,151
2,231238,English Learner,151
3,232777,CaptainRR,151
1,14523,JB King,151
3,86871,Ruluhulu,151
8,80660,Mnescat,151
1,8505,mike nelson,151
3,11370,Mauro,151
4,65192,adam.r,151
3,5980,Adam Crossland,151
2,8137,Daniel Lubarov,151
1,1887,Soufiane Hassou,151
4,1746,Liam,151
16,128115,Ben W.,151
2,200649,v_2e,151
1,329240,B. Goddard,151
7,126763,salad_bar_breath,151
3,131368,stupidbunny,151
7,200958,Yushatak,151
1,19116,salmonmoose,151
2,12957,Jer,151
8,18616,Sheldon,151
10,30556,Charles Staats,151
8,96386,tr_quest,151
3,98192,Guy Passy,151
6,33313,Josef,151
2,38245,seanhussey,151
2,69930,SamC,151
1,5479,Edd Turner,151
1,5127,Phil,151
1,52898,danchet,151
2,122638,Joshua Benabou,151
2,186740,Robbie Mckennie,151
4,48769,Ben Kleinman,151
1,243044,HyperNeutrino,151
2,320154,Mike Christiansen,151
1,121801,MrDave,151
2,98873,Taladris,151
4,235296,GrammaRay,151
6,22907,picakhu,151
24,170668,yubraj,151
1,17609,Luigi Tiburzi,151
1,25757,Peter Bagnall,151
1,26215,Mat,151
9,89471,kmort,151
3,221700,Alfred Armstrong,151
15,10047,Standback,151
1,152405,Greendrake,151
1,84766,joelliusp,151
1,13925,jaxxon,151
3,16404,Marcos,151
1,13758,kylben,151
7,9922,jp2code,151
3,213277,abaumann,151
1,12167,hoyland,151
5,214684,Rob Crawford,151
1,3279,Larry Coleman,151
24,66325,Erwin Bolwidt,151
2,1716,Lipis,151
1,4682,greyfade,151
1,61739,user1551,151
1,7014,Nico,151
2,54527,Michael,151
1,244465,TwoBitOperation,151
3,192245,Papayaman1000,151
1,322885,Chris Al E,150
6,116789,quiet,150
4,61563,Plexus,150
3,13098,Brian Gordon,150
3,9470,Fabiano Soriani,150
3,71456,Smrita,150
1,13506,Peter,150
3,174186,Alexander Shmatko,150
2,241656,Zincha,150
1,52831,canisrufus,150
1,65354,ftkg,150
1,63530,DavidZ,150
2,66815,nwn,150
2,10152,Anarko_Bizounours,150
2,11128,Neel Basu,150
4,14146,Craigy,150
4,156452,scenography,150
8,37976,OCDtech,150
6,20311,ajax333221,150
1,53343,gj255,150
10,202269,Yulia,150
3,121873,Laura,150
12,121973,a better oliver,150
5,203206,Yellow Sky,150
4,3072,Nek,150
2,8237,tjb,150
3,65645,Chong Waldo,150
7,11235,sashoalm,150
9,12232,Steven Jeuris,150
3,70791,Mighty,150
2,12080,Kris Harper,150
6,265116,A playgoer,150
6,18206,01es,150
4,92344,1.23457E+16,150
2,87202,SomeAmbigiousUserName,150
1,36866,user40,150
17,33565,kbelder,150
1,194401,Abhirath Mahipal,150
4,12754,LordZardeck,150
1,69376,Menol,150
8,11776,Mike Shulman,150
1,11936,World Engineer,150
7,4717,BiAiB,150
4,271,Jim McKeeth,150
1,62748,Nandeep Mali,150
4,66451,Matthew Najmon,150
4,54784,CinCout,150
1,5846,Konrad Garus,150
30,65302,chepner,150
3,28912,Zahra Ezati,150
4,24340,tmslnz,150
4,94313,NEO,150
3,111071,c32hedge,150
2,42347,Kenny Evitt,150
3,199897,Matt Smith,150
6,48932,Makky,150
1,235994,johnwbyrd,150
8,19321,John Doucette,150
5,257257,rayanisran,150
1,61503,Llaves,150
8,61521,Patric Hartmann,150
8,10188,dannysauer,150
4,10700,agibsen,150
1,141488,kaiser,150
5,249454,Chim Chimz,150
1,130425,Wogehu,150
9,55605,Joe M,150
1,323865,Michael R. Bernstein,149
4,252595,Beth White Werrell,149
43,64822,Agi Hammerthief,149
1,65882,stumped,149
4,38318,Junuxx,149
11,31535,Zack T.,149
2,19843,RhymeGuy,149
1,20288,George Profenza,149
2,223233,CalvT,149
1,144618,Rakesh Ghatvisave,149
2,4059,Keithius,149
1,4261,dada123,149
11,66086,michaelsnowden,149
3,65467,Damon,149
2,140267,D.Naota,149
3,153469,Leyth,149
2,59484,EmilyJ,149
12,199311,goodguy5,149
1,50750,J. Berman,149
6,66544,Sawarnik,149
1,3769,luvieere,149
6,11869,Vineet Menon,149
7,77772,Victor Castillo Torres,149
8,12311,Henrik,149
10,11401,CaffGeek,149
3,44775,Joel Glovier,149
4,185762,Michael Kupietz,149
1,13567,Kevin Le - Khnle,149
10,89251,Stephen,149
13,96262,marsh,149
6,20245,Derek 朕會功夫,149
4,31658,metasequoia,149
7,77618,JSM,149
5,10510,felixthehat,149
3,211661,Brian Rak,149
15,61382,peter.petrov,149
5,1888,Darqer,149
4,134460,user4125,149
1,206565,RLD,149
10,141728,JPhil,149
26,332702,Ed Grimm,149
3,286325,divibisan,149
6,131184,user8469759,149
1,27114,stonemetal,149
7,95527,Echelon,149
6,18892,Obmerk Kronen,149
9,19612,Juan Bermejo Vega,149
2,30246,Lucky Horse,149
2,247519,MucaP,149
10,19394,Jordan Gray,149
31,83116,JinSnow,149
1,77167,Andrew C,149
1,10584,usealbarazer,149
12,8988,Kirill,149
1,70793,Sindhu S,149
1,1729,John Pirie,149
5,3900,JBRWilkinson,149
3,6951,Ben,149
1,118511,syko,149
12,174713,Honey,149
4,28957,FihopZz,149
1,26249,jesusiniesta,149
11,67121,Dorian,149
5,147390,Dvij Mankad,149
6,119220,Ciaran,149
4,125169,johnchen902,149
1,125740,andrei vladislavlev,148
2,59806,techno,148
1,117332,J. LS,148
4,9092,xoail,148
2,61990,emilos,148
13,140847,Jake,148
25,61095,pinkpanther,148
2,2173,moteutsch,148
2,7499,Zikes,148
1,12003,Stephan Schielke,148
2,16247,32bitkid,148
1,18594,Eagle-Eye,148
11,241163,Bavyan Yaldo,148
2,52563,vlsh,148
24,53147,Gala,148
3,104069,lllllllllllll,148
5,7000,Faust,148
10,65738,Turion,148
10,64267,feelinferrety,148
1,4160,serg10,148
22,5213,Juan Mendes,148
4,9341,Noman,148
2,16275,pete,148
4,77679,RaunakS,148
1,19226,SCdF,148
7,18158,sbi,148
1,12040,Jim Rubenstein,148
2,82189,cslstr,148
3,235118,dicey,148
3,93455,Xodarap777,148
1,20812,Leon Deriglazov,148
2,20037,metakermit,148
1,21717,esqew,148
20,129044,tonso,148
8,243967,andselisk,148
1,124061,kpie,148
1,7394,richardkmiller,148
2,63006,Diomidis Spinellis,148
6,1479,dheerosaur,148
3,1771,Deprecated,148
1,8013,Singletoned,148
3,5171,jwir3,148
3,151739,Christopher Janzon,148
3,15174,Ican Zilb,148
2,9506,styfle,148
3,9064,Dan Brumleve,148
3,13996,Telaclavo,148
2,14905,E.Beach,148
2,11971,Alger,148
5,172806,Korcholis,148
22,95977,inf3rno,148
1,43893,Robert Fan,148
2,193705,broguinn,148
45,107784,shawnt00,148
3,37864,Shobhit Puri,148
12,112626,Semisonic,148
1,114865,Rob Rose,148
6,120791,LCW,148
6,187675,Davis Rash,148
4,166894,displayname,148
1,15903,itdoesntwork,148
16,27310,Jerry Dodge,148
9,28746,Travis Bemrose,148
2,171038,theideasmith,148
3,8260,Cory Klein,148
2,8208,Justin Dearing,148
1,74365,James,148
16,14240,Luiz Borges,148
2,16379,user763554,148
2,10246,tQuarella,148
3,63952,marcanuy,148
1,7429,Codemwnci,148
2,7197,Jack Marchetti,148
2,2803,dan_waterworth,148
16,66032,Ravi,148
1,6920,pedrorolo,148
5,242282,Rhaenys,148
1,59473,wingedsubmariner,148
4,122313,Heroes182,148
2,117909,Suragch,148
12,222868,b2ok,148
1,148941,Thomas Gerot,148
2,71428,Michal,148
1,13375,Matthew Blackford,148
3,1911,kit.yang,148
1,68318,aretecode,148
1,5080,spinodal,148
2,164515,Jamiec,148
4,111010,Andrey,148
12,121064,Orfby,148
1,46091,wool.in.silver,148
3,6143,mgiuca,148
1,8384,Oh Chin Boon,148
1,70747,Maxm007,148
2,14273,Kaivosukeltaja,148
7,83171,Hubert Schölnast,148
6,579,MGOwen,148
1,10648,Brian,148
1,143603,ctc,148
2,3269,Damon,148
1,204828,Oscar Wilder,148
3,36943,strauberry,148
6,38710,Stephen Schrauger,148
9,30788,Jason McCreary,148
3,272898,user3053216,148
6,25070,Dave,148
3,17635,Martin Velez,148
5,54811,Excrubulent,148
8,60844,Mr. Bultitude,147
11,52862,McGafter,147
3,327083,user112358,147
4,96308,djUniversal,147
3,96458,Aldfrith,147
2,39394,Zimm3r,147
16,3019,Brian Knoblauch,147
1,84700,ZeroBugBounce,147
4,214423,Joe Healey,147
3,282079,Hyperglyph,147
2,178018,Joe,147
34,108427,MichaelChirico,147
13,26878,neokio,147
5,23112,JL344,147
3,93270,Xogle,147
4,31618,Michael Roy,147
3,21166,Xeon06,147
4,7199,simpatico,147
4,147326,Airdish,147
3,15057,L2G,147
4,60917,user263399,147
11,65734,WYSIWYG,147
2,217264,oddgirlout,147
3,12194,siamii,147
2,25755,jarnbjo,147
1,274620,Dr. Paul Kenneth Shreeman,147
24,239363,Daschin,147
1,33423,Mostafiz Rahman,147
5,40249,David Toh,147
5,31550,Johannes Pille,147
6,162552,Thor,147
1,159361,VizJS,147
2,295108,GretchenV,147
6,55232,Dhaval,147
10,21856,Mouse Hello,147
3,168711,GrumpyCrouton,147
8,160439,user3587180,147
5,113867,Vincent,147
9,12174,A.Uysal,147
18,51786,Lavya,147
16,121670,duskn,147
1,242207,Touchpad,147
3,51503,iajnr,147
3,89713,user1938107,147
2,163385,Max,147
3,260451,BrainFRZ,147
2,64982,Yokel,147
5,8674,russellpierce,147
1,127284,Nenagh,147
6,49564,purple_arrows,146
1,10822,Dave,146
1,71873,Travis,146
2,61772,virtualxtc,146
1,292087,SomeGuy,146
2,252437,Isak,146
4,135307,Michael Plotke,146
2,151352,Natalie,146
4,12530,Adam Rice,146
4,10466,StupidOne,146
2,31129,alcedine,146
3,91487,Nubarke,146
6,25572,Cemre,146
5,13488,ars-longa-vita-brevis,146
1,90791,dpassage,146
1,174532,Harris,146
7,89178,huggie,146
1,87324,Quintana,146
1,193515,GoodDeeds,146
1,48570,brianray,146
5,48066,Potato,146
1,43120,cahen,146
3,39203,WordsWorth,146
1,40155,mdg,146
1,77738,kevinaskevin,146
3,82508,intrepidis,146
4,88581,Clever Neologism,146
1,152408,Ruban Savvy,146
6,71295,reaper_unique,146
1,71300,paul,146
2,10745,Patrick McElhaney,146
3,140575,josh2112,146
2,3458,user3458,146
11,134200,Giorgi Tsiklauri,146
3,36764,Chas. Owens,146
13,236412,user56834,146
1,92318,Miskkie,146
1,24338,TehMacDawg,146
6,161139,DeepDeadpool,146
7,30599,Peter,146
3,89654,Amen,146
2,27364,sid_com,146
10,83142,Younesse Bagachoul,146
1,15833,malgca,146
17,131181,Cubic,146
2,59703,Nick Strupat,146
33,60589,Mindwin,146
6,137751,cole,146
6,251579,Jack Nicholson,146
13,18617,Michel Keijzers,146
8,82306,Simone,146
2,94449,Tom,146
4,30364,Mottie,146
2,97474,dot_Sp0T,146
3,173956,Scott Deerwester,146
1,89685,student1,146
7,92845,tvanc,146
2,103004,Suchi,146
3,182934,verybadatthis,146
9,120385,aaaaaa,146
2,58967,tborychowski,146
2,195975,ArrowCase,146
2,50435,mtrueblood,146
17,117554,Trevor Brown,146
1,192139,Alexander Rodin,146
3,26977,Eric Nelson,146
2,18671,BR79,146
9,24293,Rocky DeHart,146
4,5803,Hafiz,146
25,156229,Kodos Johnson,146
2,17381,George,146
4,72450,Helpful,146
4,13933,Romeno,146
4,149085,James Vickery,146
5,138533,JP.,146
2,904,samiz,146
8,219,Keyne,146
2,58263,Owen,146
5,125728,Sato,146
2,130336,Greeniac,146
2,195904,Rugnir,146
2,269285,Pandya,146
6,13477,dan,146
8,139213,Axalon57,146
3,66340,awendt,146
8,44772,Lincoln Bergeson,146
4,44778,Maximus S,146
3,174244,Marvin,146
3,98476,Steven Mastandrea,146
3,182223,Steve Taylor,146
16,46701,Anna Taurogenireva,146
7,197675,Markus Marvell,146
1,36939,AmirRazoR,146
7,130947,StatsStudent,146
10,72651,YonkeyDonk64,146
4,155529,Dragonrage,146
2,19170,Richie Cotton,146
3,17075,Layke,146
4,854,bryan,146
1,964,Harrison Maseko,146
23,1448,Paul D. Waite,146
1,6878,pyon,146
4,135674,Fahad Shaikh,146
1,5293,JohnP,146
2,41942,skuntsel,146
9,100544,Cihangir Çam,146
3,107939,martinkunev,146
2,22196,Andy Ray,146
10,20809,Theodore Murdock,146
3,17817,steveyang,146
11,90466,Grimxn,146
5,95415,dgo,146
1,88837,The Real Edward Cullen,146
3,54779,beroe,146
3,126489,user27815,146
1,115644,alphadogg,146
6,118369,stephenranger,145
2,228050,Middle School Historian,145
9,94778,user3885927,145
3,17643,Josh1billion,145
1,21354,georg,145
8,97618,Deepak Mishra,145
2,102501,AR AM,145
7,194828,Paula Livingstone,145
11,209216,Sarriesfan,145
2,7481,Shaz,145
11,290582,Amonet,145
4,13591,thias,145
1,9712,Dan,145
